timestamp,"1-avg(irate(node_cpu_seconds_total{hostname=~""bj3-rd-rttax-prod-03"", mode=~""idle""}[2m])) by (mode, hostname)","node_load1{hostname=~""bj3-rd-rttax-prod-03""}","node_load5{hostname=~""bj3-rd-rttax-prod-03""}","node_load15{hostname=~""bj3-rd-rttax-prod-03""}","(1-(node_memory_MemAvailable_bytes{hostname=~""bj3-rd-rttax-prod-03""}/node_memory_MemTotal_bytes{hostname=~""bj3-rd-rttax-prod-03""}))*100","1-(node_filesystem_free_bytes{hostname=~""bj3-rd-rttax-prod-03"",fstype=~""ext4|xfs"",mountpoint=""/""} / node_filesystem_size_bytes{hostname=~""bj3-rd-rttax-prod-03"",fstype=~""ext4|xfs"",mountpoint=""/""})","1-(node_filesystem_free_bytes{hostname=~""bj3-rd-rttax-prod-03"",fstype=~""ext4|xfs"",mountpoint=""/data""} / node_filesystem_size_bytes{hostname=~""bj3-rd-rttax-prod-03"",fstype=~""ext4|xfs"",mountpoint=""/data""})","irate(node_disk_reads_completed_total{hostname=~""bj3-rd-rttax-prod-03""}[2m])","irate(node_disk_writes_completed_total{hostname=~""bj3-rd-rttax-prod-03""}[2m])","irate(node_disk_read_time_seconds_total{hostname=~""bj3-rd-rttax-prod-03""}[2m])","irate(node_disk_write_time_seconds_total{hostname=~""bj3-rd-rttax-prod-03""}[2m])","irate(node_disk_read_bytes_total{hostname=~""bj3-rd-rttax-prod-03""}[2m])","irate(node_disk_written_bytes_total{hostname=~""bj3-rd-rttax-prod-03""}[2m])","node_netstat_Tcp_CurrEstab{hostname=~""bj3-rd-rttax-prod-03""}","node_sockstat_TCP_tw{hostname=~""bj3-rd-rttax-prod-03""}","irate(node_netstat_Tcp_ActiveOpens{hostname=~""bj3-rd-rttax-prod-03""}[2m])","irate(node_netstat_Tcp_PassiveOpens{hostname=~""bj3-rd-rttax-prod-03""}[2m])","node_sockstat_TCP_alloc{hostname=~""bj3-rd-rttax-prod-03""}","node_sockstat_TCP_inuse{hostname=~""bj3-rd-rttax-prod-03""}","probe_duration_seconds{hostname=~""bj3-rd-rttax-prod-03""}","irate(node_network_receive_bytes_total{hostname=~""bj3-rd-rttax-prod-03"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8","irate(node_network_transmit_bytes_total{hostname=~""bj3-rd-rttax-prod-03"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8","1-avg(irate(node_cpu_seconds_total{hostname=~""bj3-rd-rttax-prod-02"", mode=~""idle""}[2m])) by (mode, hostname)","node_load1{hostname=~""bj3-rd-rttax-prod-02""}","node_load5{hostname=~""bj3-rd-rttax-prod-02""}","node_load15{hostname=~""bj3-rd-rttax-prod-02""}","(1-(node_memory_MemAvailable_bytes{hostname=~""bj3-rd-rttax-prod-02""}/node_memory_MemTotal_bytes{hostname=~""bj3-rd-rttax-prod-02""}))*100","1-(node_filesystem_free_bytes{hostname=~""bj3-rd-rttax-prod-02"",fstype=~""ext4|xfs"",mountpoint=""/""} / node_filesystem_size_bytes{hostname=~""bj3-rd-rttax-prod-02"",fstype=~""ext4|xfs"",mountpoint=""/""})","1-(node_filesystem_free_bytes{hostname=~""bj3-rd-rttax-prod-02"",fstype=~""ext4|xfs"",mountpoint=""/data""} / node_filesystem_size_bytes{hostname=~""bj3-rd-rttax-prod-02"",fstype=~""ext4|xfs"",mountpoint=""/data""})","irate(node_disk_reads_completed_total{hostname=~""bj3-rd-rttax-prod-02""}[2m])","irate(node_disk_writes_completed_total{hostname=~""bj3-rd-rttax-prod-02""}[2m])","irate(node_disk_read_time_seconds_total{hostname=~""bj3-rd-rttax-prod-02""}[2m])","irate(node_disk_write_time_seconds_total{hostname=~""bj3-rd-rttax-prod-02""}[2m])","irate(node_disk_read_bytes_total{hostname=~""bj3-rd-rttax-prod-02""}[2m])","irate(node_disk_written_bytes_total{hostname=~""bj3-rd-rttax-prod-02""}[2m])","node_netstat_Tcp_CurrEstab{hostname=~""bj3-rd-rttax-prod-02""}","node_sockstat_TCP_tw{hostname=~""bj3-rd-rttax-prod-02""}","irate(node_netstat_Tcp_ActiveOpens{hostname=~""bj3-rd-rttax-prod-02""}[2m])","irate(node_netstat_Tcp_PassiveOpens{hostname=~""bj3-rd-rttax-prod-02""}[2m])","node_sockstat_TCP_alloc{hostname=~""bj3-rd-rttax-prod-02""}","node_sockstat_TCP_inuse{hostname=~""bj3-rd-rttax-prod-02""}","probe_duration_seconds{hostname=~""bj3-rd-rttax-prod-02""}","irate(node_network_receive_bytes_total{hostname=~""bj3-rd-rttax-prod-02"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8","irate(node_network_transmit_bytes_total{hostname=~""bj3-rd-rttax-prod-02"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8"
1710243992,0.020333333313465,0.12,0.09,0.12,22.33282765774165,0.1502021692312102,0.5364952402690358,0.0,0.2666666666666666,0.0,0.0001333333551883,0.0,2457.6,382,751,5.6,15.133333333333333,426,341,0.000301226,413690.6666666667,408838.93333333335,0.0278333333631355,0.3,0.13,0.07,24.817318824726964,0.5656444324868217,0.1051836968360255,0.0,2.466666666666667,0.0,0.0015333333334031,0.0,18568.533333333333,454,845,7.933333333333334,24.066666666666663,482,256,0.000281465,2811783.466666667,1463965.8666666667
1710244112,0.0204999998211861,0.08,0.08,0.12,22.37200132693734,0.1502027993388587,0.5364963877152547,0.0,3.0,0.0,0.002599999991556,0.0,18022.4,386,802,5.533333333333333,14.933333333333334,430,343,0.000301975,462063.4666666667,423044.26666666666,0.0281666666890184,0.11,0.14,0.09,24.892938592153723,0.5656464736633793,0.1051993579263104,0.0,2.7333333333333334,0.0,0.0008666666666006,0.0,21299.2,452,836,7.933333333333334,24.133333333333333,480,254,0.000300852,2882200.0,1463297.6
1710244232,0.019500000278155,0.06,0.07,0.11,22.356435142002702,0.1502031063143798,0.5364970234624841,0.0,0.2666666666666666,0.0,0.0001333333241442,0.0,2457.6,382,738,5.6,15.133333333333333,426,340,0.000360931,402238.93333333335,398145.6,0.0281666666269302,0.14,0.14,0.09,24.71977232156681,0.5656483204421694,0.1052126310879775,0.0,0.6666666666666666,0.0,0.0004000000000814,0.0,12834.133333333331,454,831,7.866666666666666,24.4,482,256,0.000296244,2750024.0,1428362.1333333333
1710244352,0.0194999997814495,0.12,0.11,0.13,22.323261708390028,0.1502033971332945,0.5364977212338334,0.0,0.4,0.0,0.0002000000017384,0.0,6280.533333333334,383,731,5.333333333333333,15.0,427,342,0.000320442,404893.3333333333,399229.8666666666,0.0273333332811792,0.24,0.18,0.11,24.9322468860539,0.5656501672209595,0.1052263229124541,0.0,2.933333333333333,0.0,0.0014000000000426,0.0,27852.8,456,833,8.0,24.066666666666663,484,256,0.000283099,2698860.8,1387027.7333333334
1710244472,0.0201666668057441,0.02,0.07,0.12,22.307154518607742,0.1502036717956029,0.5364983182159878,0.0,0.4666666666666667,0.0,0.0002666666482885,0.0,7099.733333333334,381,797,5.133333333333334,15.0,425,341,0.000342787,402467.2,395777.6,0.0276666667933265,0.59,0.31,0.16,24.874308358831275,0.5656519168008659,0.1052402163153206,0.0,0.5333333333333333,0.0,0.0002666666667209,0.0,8465.066666666668,454,813,7.666666666666667,24.33333333333333,482,256,0.000270845,2752688.0,1411563.7333333334
1710244592,0.0209999995927014,0.08,0.08,0.11,22.298719761210293,0.1502039303013048,0.5364996284755216,0.0,0.3333333333333333,0.0,0.0001333333241442,0.0,6280.533333333334,390,723,5.8,15.066666666666666,434,349,0.000307721,416921.06666666665,414515.2,0.0266666665673256,0.38,0.33,0.19,24.93329577318465,0.565656290750632,0.1052537918445725,0.0,0.8,0.0,0.0004666666665192,0.0,12561.066666666668,456,822,7.8,24.266666666666666,484,257,0.00028089,2548549.333333333,1338481.6
1710244712,0.021000000089407,0.17,0.1,0.12,22.28204697545092,0.1502045765655598,0.5365006983915905,0.0,0.4666666666666667,0.0,0.0002000000017384,0.0,6826.666666666667,388,714,5.266666666666667,15.066666666666666,432,347,0.000331848,405658.6666666667,401982.4,0.0259999999776482,0.11,0.26,0.18,24.786751256916418,0.5656582347283058,0.1052674371509593,0.0,2.933333333333333,0.0,0.0011333333333216,0.0,24302.93333333333,455,823,7.933333333333334,23.933333333333334,483,256,0.000609448,2478424.0,1289880.5333333334
1710244832,0.0199999998013178,0.4,0.19,0.15,22.30398226291016,0.1502048350712618,0.5365008534518904,0.0,0.4666666666666667,0.0,0.0002666666482885,0.0,6826.666666666667,387,773,5.333333333333333,15.133333333333333,431,347,0.000334857,428672.5333333333,420162.13333333336,0.0301666667064031,0.14,0.22,0.18,24.858175475820158,0.5656599843082122,0.1052815243792005,0.0,0.6,0.0,0.0002666666667209,0.0,7645.866666666667,461,806,8.0,25.133333333333333,489,258,0.000258958,3074749.8666666667,1622530.6666666667
1710244952,0.0201666665573915,0.42,0.27,0.18,22.3265569197348,0.1502052389864211,0.5365064743877599,0.0,3.2666666666666666,0.0,0.0016666666604578,0.0,19660.8,386,785,5.533333333333333,15.066666666666666,430,345,0.000347433,425861.3333333333,418771.7333333333,0.0305000000322859,0.12,0.22,0.18,24.790397388370945,0.565661636689235,0.1052973172707402,0.0,2.4,0.0,0.0005333333329569,0.0,21299.2,453,902,7.8,24.4,481,253,0.000368583,3171382.4,1595418.1333333333
1710245072,0.0201666665573914,0.46,0.33,0.22,22.302605159661592,0.150205497492123,0.5365076450930237,0.0,0.2666666666666666,0.0,0.0001333333551883,0.0,4915.2,388,720,5.6,15.066666666666666,432,347,0.00034487,440771.2,425072.5333333333,0.0290000000347694,0.04,0.16,0.17,24.784403747623774,0.5656630946724903,0.1053113967459665,0.0,2.8666666666666667,0.0,0.0012000000002444,0.0,20753.066666666666,458,884,7.666666666666667,24.0,486,257,0.000310242,2906966.4,1481466.6666666667
1710245192,0.0205000003178914,0.11,0.25,0.2,22.303736351615772,0.1502058206242505,0.5365078621774435,0.0,0.6666666666666666,0.0,0.0002000000017384,0.0,10103.466666666667,388,774,5.4,14.866666666666667,432,346,0.000323925,412432.5333333333,409722.13333333336,0.0268333332613111,0.01,0.11,0.14,24.88864314961825,0.5656675658211401,0.1053252436307431,0.0,2.533333333333333,0.0,0.0008666666666006,0.0,19114.666666666668,458,814,8.2,24.066666666666663,486,257,0.000702954,2632348.8,1381445.8666666667
1710245312,0.0210000003377596,0.18,0.22,0.2,22.326409372958167,0.1502064992017182,0.5365089786116024,0.0,0.7333333333333333,0.0,0.0002000000017384,0.0,8192.0,390,693,5.466666666666667,15.133333333333333,434,347,0.000346814,399092.26666666666,400619.7333333333,0.0288333333407838,0.02,0.08,0.13,24.83015520532714,0.5656697041965812,0.1053402767268135,0.0,4.4,0.0,0.002866666666523,0.0,27306.666666666668,458,798,7.666666666666667,24.2,486,257,0.000604295,2925475.2,1491291.7333333334
1710245432,0.0204999998211861,0.04,0.16,0.18,22.336467144898556,0.1502069031168775,0.5365100717867164,0.0,3.533333333333333,0.0,0.002599999991556,0.0,22118.4,388,708,5.266666666666667,15.0,432,347,0.000338361,405830.93333333335,407143.4666666667,0.0303333332762122,0.06,0.08,0.13,24.74739301601001,0.5656713565776039,0.1053544492382198,0.0,0.6666666666666666,0.0,0.0003333333331587,0.0,13380.266666666666,461,789,8.066666666666666,22.266666666666666,489,257,0.000290599,3135075.2,1595705.6
1710245552,0.0203333335618177,0.13,0.15,0.18,22.33211451498792,0.1502071616225795,0.5365101725759114,0.0,0.4666666666666667,0.0,0.0001333333241442,0.0,7372.8,390,754,5.2,15.0,434,348,0.000314089,407911.4666666667,409224.0,0.0315000000099341,0.02,0.07,0.12,24.902927993399004,0.5656733005552778,0.1053684977013861,0.0,0.6,0.0,0.0004000000000814,0.0,8192.0,456,872,8.066666666666666,24.133333333333333,484,255,0.000366484,3037209.6,1522875.2
1710245672,0.0201666668057441,0.08,0.15,0.18,22.31984354139805,0.1502074685981006,0.5365107540520357,0.0,2.8,0.0,0.0017999999846021,0.0,18841.6,387,697,5.333333333333333,15.2,431,346,0.000303368,398157.3333333333,398075.2,0.0298333331942558,0.64,0.22,0.17,24.812424018116776,0.5656752445329516,0.1053822437969678,0.0,1.8,0.0,0.0001999999997982,0.0,14472.533333333333,456,872,7.733333333333333,24.133333333333333,484,257,0.000279743,3077188.2666666666,1554560.5333333334
1710245792,0.019166666517655,0.03,0.11,0.16,22.33263092870613,0.1502077109471962,0.5365113975522802,0.0,0.3333333333333333,0.0,0.0001333333551883,0.0,6280.533333333334,390,693,5.4,14.933333333333334,434,348,0.000318646,397708.26666666666,397353.6,0.0284999999528129,0.13,0.18,0.16,24.8319532975513,0.5656799100793688,0.1053961759649092,0.0,0.8,0.0,0.0003333333331587,0.0,15837.866666666669,459,800,8.133333333333333,24.4,487,257,0.000282639,2920984.0,1520453.8666666667
1710245912,0.0200000000496706,0.0,0.07,0.14,22.33445067228459,0.1502083895246638,0.5365126457876939,0.0,0.5333333333333333,0.0,0.0001333333551883,0.0,7372.8,389,765,5.533333333333333,13.733333333333333,433,349,0.000306149,420171.7333333333,407901.8666666666,0.0269999999552965,0.05,0.13,0.14,24.792595056644892,0.5656817568581589,0.1054100926268207,0.0,2.466666666666667,0.0,0.0008666666666006,0.0,20753.066666666666,459,781,7.733333333333333,24.266666666666666,487,257,0.000293345,2643431.466666667,1383849.066666667
1710246032,0.0204999998211861,0.02,0.06,0.13,22.31804838894904,0.1502086641869722,0.5365133280530132,0.0,0.4,0.0,0.0001333333241442,0.0,6007.466666666666,388,686,5.4,15.066666666666666,432,348,0.000351211,409086.4,400700.26666666666,0.0283333332588274,0.01,0.09,0.13,24.76727192448812,0.565683603636949,0.1054246140239015,0.0,0.7333333333333333,0.0,0.0003333333331587,0.0,9284.266666666666,457,783,7.866666666666666,24.6,485,255,0.000270219,2848035.2,1457918.4
1710246152,0.0209999995927014,0.02,0.06,0.12,22.313597394520656,0.1502089226926742,0.5365144754992321,0.0,0.3333333333333333,0.0,0.0001333333241442,0.0,5734.4,388,683,5.4,15.066666666666666,432,346,0.00033636,474070.4,424099.2,0.0280000000571211,0.01,0.07,0.12,24.894936472402783,0.5656854504157391,0.105438592709933,0.0,0.8666666666666667,0.0,0.0004000000000814,0.0,15291.733333333334,455,861,8.133333333333333,24.4,484,255,0.000764557,2698773.8666666667,1406052.8
1710246272,0.0196666665375232,0.08,0.05,0.12,22.29640819504307,0.1502092296681952,0.5365150647283716,0.0,2.0,0.0,0.0004000000034769,0.0,15291.733333333334,389,746,5.266666666666667,15.066666666666666,433,348,0.000288445,409616.0,398336.0,0.0293333333606521,0.08,0.06,0.12,24.901679318243342,0.5656875887911803,0.1054533079323887,0.0,2.4,0.0,0.0014000000000426,0.0,21026.13333333333,455,858,8.0,24.2,483,255,0.000287463,2984674.6666666665,1532964.2666666666
1710246392,0.0201666668057441,0.01,0.04,0.1,22.29977717977616,0.1502094720172909,0.5365162741987104,0.0,0.5333333333333333,0.0,0.0001333333241442,0.0,6553.6,386,679,5.133333333333334,15.066666666666666,430,346,0.000342317,404363.2,396379.2,0.0251666665698091,0.15,0.07,0.11,24.940937665137287,0.5656917683431789,0.1054694264505581,0.0,0.7333333333333333,0.0,0.0002666666667209,0.0,9557.333333333334,454,769,7.6,24.33333333333333,482,253,0.000260859,2337705.066666667,1227682.6666666667
1710246512,0.0198333332935969,0.06,0.05,0.1,22.311064508188476,0.1502101505947586,0.5365174216449293,0.0,2.4,0.0,0.0006000000052154,0.0,16110.933333333332,384,681,5.266666666666667,15.066666666666666,427,344,0.000344944,407505.06666666665,402449.06666666665,0.0311666666219632,0.09,0.07,0.11,24.826109497822813,0.5656934207242017,0.105483947847639,0.0,2.6666666666666665,0.0,0.0007999999996779,0.0,23483.733333333334,457,773,8.2,21.73333333333333,485,256,0.000282839,3127605.8666666667,1606119.4666666666
1710246632,0.0205000003178914,0.16,0.1,0.12,22.323753530978795,0.1502104414136733,0.5365185070670282,0.0,2.8,0.0,0.0010000000086923,0.0,18295.466666666667,387,733,5.2,15.133333333333333,430,346,0.000353014,403080.5333333333,395727.4666666667,0.0323333332935968,0.2,0.09,0.11,24.819616387013376,0.5656953647018754,0.1054990972389342,0.0,0.8666666666666667,0.0,0.0003999999995964,0.0,13926.4,461,768,7.8,25.066666666666663,489,256,0.000292423,3297785.066666667,1677586.1333333333
1710246752,0.0198333332935969,0.03,0.08,0.11,22.32259774789518,0.1502108130156199,0.5365190730371227,0.0,0.5333333333333333,0.0,0.0001333333551883,0.0,9284.266666666666,394,815,5.6,15.133333333333333,437,349,0.000287763,453523.7333333333,416539.2,0.0309999999900658,0.03,0.06,0.1,24.895785571508632,0.5656977946739677,0.1055142698892745,0.0,1.0,0.0,0.0004000000000814,0.0,14745.6,457,833,7.866666666666666,23.933333333333334,485,257,0.000382126,3235857.6,1665169.066666667
1710246872,0.0196666667858759,0.1,0.1,0.12,22.355992501672816,0.150211119991141,0.5365204685798213,0.0,2.6,0.0,0.0020666666639347,0.0,18295.466666666667,391,802,5.2,15.066666666666666,434,349,0.000287855,399811.7333333333,396374.93333333335,0.0260000000397364,0.0,0.04,0.09,24.927751655493523,0.5656999330494089,0.1055289308406253,0.0,2.8,0.0,0.0014666666664804,0.0,24302.93333333333,455,851,7.933333333333334,24.33333333333333,483,255,0.00032805,2561163.2,1322702.933333333
1710246992,0.0214999998609224,0.04,0.08,0.11,22.333024386777154,0.1502114108100557,0.5365212981524254,0.0,0.5333333333333333,0.0,0.0001333333241442,0.0,7918.933333333333,389,744,5.533333333333333,15.333333333333334,432,346,0.000345833,517248.0,452351.4666666667,0.0294999999304612,0.0,0.03,0.08,24.80832836360621,0.5657044041980587,0.1055438243824258,0.0,0.8666666666666667,0.0,0.0004000000000814,0.0,14472.533333333333,459,748,7.866666666666666,24.0,487,258,0.000301993,3063347.2,1544609.066666667
